,Name,Platform,Genre,Publisher
13256,NBA 2K,DC,Sports,Sega
13257,Super Jinsei Game 2,SNES,Misc,Takara
13258,World Series of Poker,GC,Misc,Activision Value
13259,Jikkyou Oshaberi Parodius,SNES,Shooter,Konami Digital Entertainment
13260,Plants vs. Zombies: Garden Warfare 2,PC,Shooter,Electronic Arts
13261,J-League Winning Eleven 2010: Club Championship,PS2,Sports,Konami Digital Entertainment
13262,Johnny Bazookatone,PS,Platform,U.S. Gold
13263,Reign of Fire,GBA,Shooter,BAM! Entertainment
13264,Koihime Musou,PS2,Adventure,Yeti
13265,Nicktoons: Attack of the Toybots,DS,Platform,THQ
13266,Singularity,PC,Shooter,Mastertronic
13267,NASCAR Heat Evolution,PS4,Racing,Dusenberry Martin Racing
13268,Cartoon Network Racing,DS,Action,Game Factory
13269,Ms Saga: A New Dawn,PS2,Role-Playing,Namco Bandai Games
13270,Kekkon Zenya,SAT,Adventure,Shogakukan
13271,Child of Light,PS4,Role-Playing,Ubisoft
13272,Finny the Fish & the Seven Waters,PS2,Sports,Sony Computer Entertainment
13273,The Grim Adventures of Billy & Mandy,Wii,Action,Midway Games
13274,Barnyard,GBA,Action,THQ
13275,Next Generation of Chaos,PS2,Role-Playing,Idea Factory
13276,GrimGrimoire,PS2,Strategy,Tecmo Koei
13277,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Misc,Takara Tomy
13278,Rock of the Dead,PS3,Shooter,Conspiracy Entertainment
13279,TNA iMPACT: Cross the Line,DS,Fighting,SouthPeak Games
13280,Deadliest Catch: Alaskan Storm,X360,Sports,Navarre Corp
13281,Golden Axe: The Duel,SAT,Fighting,Sega
13282,J-League '96 Dream Stadium,SNES,Sports,Hudson Soft
13283,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,Fighting,Capcom
13284,Crime Life: Gang Wars,XB,Action,Konami Digital Entertainment
13285,Tokimeki Memorial: Girls Side 1st Love,DS,Adventure,Konami Digital Entertainment
13286,Rugby 2005,XB,Sports,Electronic Arts
13287,"Warhammer 40,000: Dawn of War",PC,Strategy,THQ
13288,Taito Legends,XB,Misc,Empire Interactive
13289,Rock 'N Roll Racing,GBA,Racing,Activision
13290,Reader Rabbit 2nd Grade,Wii,Misc,Unknown
13291,Silhouette Mirage,PS,Platform,ESP
13292,Dynasty Warriors Vol. 2,PSP,Action,Tecmo Koei
13293,Freelancer,PC,Simulation,Microsoft Game Studios
13294,Treasure Report: Kikai Jikake no Isan,DS,Adventure,Namco Bandai Games
13295,Growlanser VI: Precarious World,PS2,Role-Playing,Atlus
13296,Block Kuzushi,SNES,Puzzle,Pow
13297,LEGO Indiana Jones 2: The Adventure Continues,PC,Action,Activision
13298,American Bass Challenge,GBA,Sports,Starfish
13299,American Chopper 2: Full Throttle,GC,Racing,Activision
13300,Ultimate Ghosts 'n Goblins (JP sales),PSP,Platform,Capcom
13301,Rugby 06,PS2,Sports,Electronic Arts
13302,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Action,Microsoft Game Studios
13303,2002 FIFA World Cup,GC,Sports,Electronic Arts
13304,The Lord of the Rings: The Battle for Middle-Earth II,X360,Strategy,Electronic Arts
13305,LEGO The Hobbit,PC,Action,Warner Bros. Interactive Entertainment
13306,Need for Speed Carbon,PC,Racing,Electronic Arts
13307,Colin McRae Rally 2005,XB,Racing,Codemasters
13308,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,Role-Playing,Namco Bandai Games
13309,Zoop,PS,Puzzle,MediaQuest
13310,Saiyuki: Journey West,PS,Strategy,Tecmo Koei
13311,Powerful Golf,DS,Sports,Konami Digital Entertainment
13312,Rock Band Country Track Pack 2,X360,Misc,MTV Games
13313,Detective Conan: Marionette Symphony,3DS,Adventure,Namco Bandai Games
13314,Utawarerumono: Itsuwari no Kamen,PS3,Adventure,Aqua Plus
13315,American Chopper 2: Full Throttle,XB,Racing,Zoo Digital Publishing
13316,Amnesia Crowd,PSP,Misc,Idea Factory
13317,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,Misc,Hackberry
13318,Monster Hunter Frontier Online,PS3,Role-Playing,
13319,MTX Mototrax,PSP,Racing,Activision
13320,VR Soccer '96,PS,Sports,Gremlin Interactive Ltd
13321,Ribbit King,GC,Sports,Atari
13322,Diabolik Lovers,PSP,Adventure,Idea Factory
13323,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,Action,Konami Digital Entertainment
13324,Summoner: A Goddess Reborn,GC,Role-Playing,THQ
13325,Pirates vs Ninja Dodgeball,Wii,Sports,SouthPeak Games
13326,Secret Service,X360,Action,Activision Value
13327,Noddy in Toyland,DS,Misc,GSP
13328,Empire Earth,PC,Strategy,Vivendi Games
13329,Yu-Gi-Oh! World Championship 2007,DS,Strategy,Konami Digital Entertainment
13330,DuckTales: Remastered,PS3,Action,Capcom
13331,E.X. Troopers,PS3,Shooter,Capcom
13332,Worms Reloaded,PC,Strategy,Team17 Software
13333,Kiniro no Corda 2 Encore,PS2,Role-Playing,Tecmo Koei
13334,M&M's Adventure,DS,Adventure,Zoo Digital Publishing
13335,ESPN Great Outdoor Games Bass 2002,GBA,Sports,Konami Digital Entertainment
13336,Soul Eater: Plot of Medusa,DS,Action,Namco Bandai Games
13337,StarCraft,PC,Strategy,Activision
13338,Gaist Crusher,3DS,Action,Capcom
13339,World Championship Pool 2004,PS2,Sports,Jaleco
13340,Punch King,GBA,Fighting,Acclaim Entertainment
13341,V-Rally 3,GBA,Racing,Atari
13342,B-Boy,PSP,Misc,Sony Computer Entertainment
13343,Kakuto Chojin,XB,Fighting,Microsoft Game Studios
13344,Beyond Oasis,GEN,Role-Playing,Sega
13345,Robotech: Invasion,XB,Shooter,Global Star
13346,Rain (2013),PS3,Adventure,Sony Computer Entertainment
13347,Wii de Asobu Chibi-Robo!,Wii,Adventure,Nintendo
13348,Need for Speed Underground,PC,Racing,Electronic Arts
13349,Jewel Quest Mysteries,DS,Puzzle,Astragon
13350,Tokyo Ghoul: Jail,PSV,Racing,Namco Bandai Games
13351,To Heart 2 DX Plus,PS3,Adventure,Aqua Plus
13352,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,Strategy,Tecmo Koei
13353,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,Adventure,Namco Bandai Games
13354,Frogger: Ancient Shadow,GC,Platform,Konami Digital Entertainment
13355,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,Action,Namco Bandai Games
13356,Moon,DS,Adventure,Mastiff
13357,Snoopy vs the Red Baron,PSP,Adventure,Namco Bandai Games
13358,Pet Vet: Down Under,DS,Simulation,Deep Silver
13359,Virtua Tennis 3,PSP,Sports,Sega
13360,Raze's Hell,XB,Shooter,Majesco Entertainment
13361,Far Cry,PC,Shooter,Ubisoft
13362,Gem Smashers,Wii,Platform,Crave Entertainment
13363,Shin Megami Tensei NINE,XB,Role-Playing,Atlus
13364,Magic Carpet,PS,Shooter,Electronic Arts
13365,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,Action,D3Publisher
13366,Hoshigami: Ruining Blue Earth,PS,Role-Playing,Max Five
13367,GunPey DS,DS,Puzzle,Atari
13368,Cabela's African Safari,PSP,Sports,Activision Value
13369,Test Drive: Ferrari Legends,X360,Racing,Atari
13370,Sushi Go-Round,Wii,Simulation,Asylum Entertainment
13371,NightCaster II: Equinox,XB,Action,Jaleco
13372,Shin Hayarigami,PSV,Adventure,Nippon Ichi Software
13373,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,Role-Playing,Square Enix
13374,Arslan: The Warriors of Legend,PS3,Action,Tecmo Koei
13375,SD Gundam G Generation World,Wii,Strategy,Namco Bandai Games
13376,Ship Simulator Extremes,PC,Simulation,Paradox Interactive
13377,Winter Sports 2011,PS3,Sports,DTP Entertainment
13378,Time Crisis: Project Titan,PS,Shooter,Namco Bandai Games
13379,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,Action,Namco Bandai Games
13380,Crusader: No Remorse,PS,Adventure,Electronic Arts
13381,Billy the Wizard: Rocket Broomstick Racing,Wii,Racing,Metro 3D
13382,Ys: The Ark of Napishtim,PSP,Role-Playing,Konami Digital Entertainment
13383,Black & Bruised,GC,Fighting,Vivendi Games
13384,Winter Sports 3: The Great Tournament,Wii,Sports,Tradewest
13385,Pro Evolution Soccer 2017,XOne,Sports,Konami Digital Entertainment
13386,FIFA Soccer 10,PC,Sports,Electronic Arts
13387,Jewel Quest 5: The Sleepless Star,PC,Action,Astragon
13388,World Series of Poker: Tournament of Champions 2007 Edition,Wii,Misc,Activision
13389,Tom Clancy's Rainbow Six: Lockdown,GC,Shooter,Ubisoft
13390,Yoru no Nai Kuni,PS3,Role-Playing,Tecmo Koei
13391,Full Spectrum Warrior: Ten Hammers,XB,Strategy,THQ
13392,Puyo Puyo Tetris,PSV,Puzzle,Sega
13393,The Sims,PC,Simulation,Electronic Arts
13394,Turok: Dinosaur Hunter,N64,Shooter,Acclaim Entertainment
13395,MiniCopter: Adventure Flight,Wii,Simulation,505 Games
13396,FIFA Manager 12,PC,Sports,Electronic Arts
13397,Balloon Pop,Wii,Puzzle,505 Games
13398,Gitaroo Man,PS2,Misc,THQ
13399,Taiko no Tatsujin Portable 2,PSP,Misc,Namco Bandai Games
13400,Super Bubble Pop,GC,Puzzle,Jaleco
13401,Apassionata: Die Galanacht der Pferde,DS,Simulation,RTL
13402,Battleship / Connect Four / Sorry! / Trouble,DS,Puzzle,"Destination Software, Inc"
13403,Time Travelers,PSV,Adventure,Level 5
13404,Amnesia Later,PSP,Misc,Idea Factory
13405,World Championship Poker: Featuring Howard Lederer - All In,X360,Misc,Oxygen Interactive
13406,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,Shooter,Activision
13407,Crazy Chicken: Atlantis Quest,DS,Platform,Phenomedia
13408,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,Adventure,ChunSoft
13409,Intellivision Lives!,XB,Misc,Crave Entertainment
13410,Test Drive Le Mans,PS,Racing,Infogrames
13411,Counter Force,Wii,Shooter,505 Games
13412,Centipede: Infestation,3DS,Shooter,Atari
13413,Cabela's Trophy Bucks,X360,Sports,Activision Value
13414,XCOM 2,XOne,Strategy,Take-Two Interactive
13415,Yaiba: Ninja Gaiden Z,X360,Action,Tecmo Koei
13416,Hero Bank 2,3DS,Role-Playing,Sega
13417,Rock of the Dead,X360,Shooter,Conspiracy Entertainment
13418,Monster Jam: Maximum Destruction,GC,Racing,Ubisoft
13419,Big Air Freestyle,GC,Racing,Atari
13420,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,Action,FuRyu
13421,The Lost Treasures of Alexandria,DS,Puzzle,Unknown
13422,Rimo-Cocoron,PS2,Action,Sony Computer Entertainment
13423,Mike Tyson Heavyweight Boxing,XB,Sports,Codemasters
13424,Code Lyoko,DS,Action,Game Factory
13425,The Berenstain Bears and the Spooky Old Tree,GBA,Platform,Namco Bandai Games
13426,12-Sai. Koisuru Diary,3DS,Adventure,Happinet
13427,Pool Party,Wii,Sports,SouthPeak Games
13428,Rapala Fishing Frenzy 2009,X360,Sports,Activision
13429,Hakuouki: Bakumatsu Musou Roku,PSP,Action,Idea Factory
13430,Hiiro no Kakera DS,DS,Adventure,Idea Factory
13431,Company of Heroes,PC,Strategy,THQ
13432,Arcana Famiglia: La storia della Aracana Famiglia,PSP,Adventure,Comfort
13433,Wonder World Amusement Park,Wii,Misc,Majesco Entertainment
13434,Jonah Lomu Rugby Challenge,PC,Sports,Home Entertainment Suppliers
13435,Atelier Ayesha: The Alchemist of Dusk,PSV,Role-Playing,Tecmo Koei
13436,The Misadventures of Tron Bonne,PS,Adventure,Eidos Interactive
13437,Just Dance 2017,PS3,Misc,Ubisoft
13438,Ride 2,PS4,Racing,Milestone S.r.l
13439,Wing Island,Wii,Simulation,Konami Digital Entertainment
13440,Silent Hunter: Wolves of the Pacific,PC,Simulation,Ubisoft
13441,Brave Story: New Traveller (jp sales),PSP,Role-Playing,Sony Computer Entertainment
13442,Black Jack vs. Matsudajun,PS,Misc,Pony Canyon
13443,Clever Kids: Creepy Crawlies,DS,Action,Midas Interactive Entertainment
13444,Wrath Unleashed,XB,Strategy,LucasArts
13445,March of the Penguins,DS,Adventure,Zoo Digital Publishing
13446,Professor Heinz Wolff's Gravity,DS,Puzzle,Deep Silver
13447,Garou Densetsu 3: Road to the Final Victory,SAT,Fighting,SNK
13448,Lips: Deutsche Partyknaller,X360,Misc,Microsoft Game Studios
13449,Boing! Docomodake DS,DS,Puzzle,Ignition Entertainment
13450,Bleach: Soul Carnival,PSP,Fighting,Sony Computer Entertainment
13451,Double Dragon Advance,GBA,Action,Atlus
13452,Toukiden Kiwami,PSP,Action,Tecmo Koei
13453,Gummy Bears Mini Golf,DS,Sports,Storm City Games
13454,Resident Evil Director's Cut,PS3,Action,Capcom
13455,Color Cross,DS,Misc,Rising Star Games
13456,Sesame Street: Elmo's A-to-Zoo Adventure,PC,Misc,Warner Bros. Interactive Entertainment
13457,The Bible Game,XB,Misc,Crave Entertainment
13458,Bubble Bobble Revolution,DS,Puzzle,Atari
13459,Inspector Gadget: Gadget's Crazy Maze,PS,Puzzle,Ubisoft
13460,World Fantasista,PS2,Sports,SquareSoft
13461,Yager,XB,Shooter,THQ
13462,River City Soccer Hooligans,DS,Sports,Arc System Works
13463,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,Misc,Nintendo
13464,Cocoto Kart Racer,DS,Racing,Big Ben Interactive
13465,Root Letter,PSV,Adventure,PQube
13466,Futurama,XB,Platform,SCi
13467,Supreme Commander,PC,Strategy,THQ
13468,Pool Hall Pro,Wii,Sports,Playlogic Game Factory
13469,Wolfenstein,PC,Shooter,Activision
13470,Cesar Millan's Dog Whisperer,DS,Simulation,Ubisoft
13471,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,Misc,Capcom
13472,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,Racing,Takara
13473,Microsoft Train Simulator,PC,Simulation,Microsoft Game Studios
13474,Activision Anthology,GBA,Misc,Activision
13475,Mahjong 3D: Warriors of the Emperor,3DS,Misc,DTP Entertainment
13476,Wayne Gretzky's 3D Hockey '98,PS,Sports,GT Interactive
13477,Hakuouki SSL: Sweet School Life,PSV,Adventure,Idea Factory
13478,Resident Evil 6,XOne,Shooter,Capcom
13479,Max & the Magic Marker,DS,Platform,Unknown
13480,Trigger Man,XB,Shooter,Crave Entertainment
13481,Assassin's Creed: Altair's Chronicles,DS,Platform,Ubisoft
13482,Kimi ni Todoke: Tsutaeru Kimochi,DS,Adventure,Banpresto
13483,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,Role-Playing,Atlus
13484,Bad Boys: Miami Takedown,GC,Shooter,Empire Interactive
13485,Hitman (2016),PS4,Action,Square Enix
13486,Short Track Racing: Trading Paint,PS2,Racing,THQ
13487,Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,Role-Playing,Tecmo Koei
13488,Fantastic Four: Rise of the Silver Surfer,Wii,Action,Take-Two Interactive
13489,Galaxy Racers,DS,Racing,Ubisoft
13490,Game no Kanzume Vol 1,SCD,Misc,Sega
13491,Rat Attack!,PS,Puzzle,Mindscape
13492,Black Mirror 2,PC,Adventure,DTP Entertainment
13493,Pony Friends,DS,Simulation,Eidos Interactive
13494,Danny Phantom: Urban Jungle,DS,Action,THQ
13495,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,Role-Playing,Banpresto
13496,Sotsugyou II: Neo Generation,PS,Simulation,Riverhillsoft
13497,Forza Motorsport 3: Ultimate Edition,X360,Racing,Microsoft Game Studios
13498,The King of Fighters 2002: Unlimited Match,PS2,Fighting,SNK Playmore
13499,Looney Tunes: Cartoon Conductor,DS,Misc,Eidos Interactive
13500,Art of Fighting Anthology,PS2,Fighting,Crave Entertainment
13501,Ford Bold Moves Street Racing,PSP,Racing,Xplosiv
13502,Sébastien Loeb Rally Evo,PS4,Racing,Milestone S.r.l
13503,The Tale of Despereaux,Wii,Platform,Brash Entertainment
13504,Lux-Pain,DS,Adventure,Rising Star Games
13505,Rapala Trophies,PSP,Sports,Activision
13506,Phoenix Wright: Revived Turnabout,DS,Misc,Capcom
13507,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,Role-Playing,Nippon Ichi Software
13508,Active Life: Magical Carnival,Wii,Misc,Namco Bandai Games
13509,National Geographic Panda (US sales),DS,Simulation,Ubisoft
13510,The Hustle: Detroit Streets,PS2,Sports,Activision
13511,Tomoyo After: It's a Wonderful Life CS Edition,PSP,Adventure,Prototype
13512,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,Misc,Sega
13513,Guilty Gear XX Accent Core,PS2,Fighting,Unknown
13514,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,Misc,Success
13515,Cheer We Go!,DS,Misc,Natsume
13516,Monster High: New Ghoul in School,3DS,Action,Little Orbit
13517,Millipede / Super Breakout / Lunar Lander,GBA,Misc,Zoo Digital Publishing
13518,Grey's Anatomy: The Video Game,DS,Adventure,Ubisoft
13519,Mafia,PC,Action,Take-Two Interactive
13520,Disney's Donald Duck: Goin' Quackers,GC,Platform,Ubisoft
13521,World Trigger: Borderless Mission,PSV,Action,Namco Bandai Games
13522,Assault Rigs,PS,Action,Electronic Arts Victor
13523,Yes! PreCure 5,DS,Action,Namco Bandai Games
13524,Operation Flashpoint: Elite,XB,Shooter,Codemasters
13525,Candace Kane's Candy Factory,DS,Action,Destineer
13526,Fantastic Four: Rise of the Silver Surfer,DS,Action,Take-Two Interactive
13527,Nanda's Island,DS,Puzzle,Phenomedia
13528,Virtua Tennis 3,X360,Sports,Sega
13529,"Roswell Conspiracies: Aliens, Myths & Legends",PS,Action,Red Storm Entertainment
13530,Front Mission,DS,Strategy,Square Enix
13531,Sushi Go-Round,DS,Simulation,Asylum Entertainment
13532,World Championship Spelling,DS,Misc,505 Games
13533,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,Misc,Nintendo
13534,Tropico 3,PC,Strategy,Kalypso Media
13535,Boktai 2: Solar Boy Django,GBA,Role-Playing,Konami Digital Entertainment
13536,Life is Strange,PC,Adventure,Square Enix
13537,Angelique Duet,PS,Strategy,Tecmo Koei
13538,Nobunaga's Ambition (3DS),3DS,Simulation,Tecmo Koei
13539,Jewel Master: Cradle Of Rome 2,PC,Puzzle,Rising Star Games
13540,Shin Fortune Quest: Sokutaku no Kishi,PS,Misc,Media Works
13541,Tsumiki: Block Drop Mania,DS,Action,Nobilis
13542,Crushed Baseball,GBA,Sports,Summitsoft
13543,Dark Arena,GBA,Shooter,THQ
13544,Kamen Rider: Battride War Genesis,PS3,Action,Namco Bandai Games
13545,Heatseeker,PSP,Action,Codemasters
13546,Family Fortunes,DS,Misc,Mindscape
13547,TOCA Race Driver 2,XB,Racing,Codemasters
13548,My Body Coach,Wii,Sports,Big Ben Interactive
13549,Shaun the Sheep,DS,Adventure,D3Publisher
13550,Battlezone,PS4,Action,Rebellion Developments
13551,I.Q. Remix+: Intelligent Qube,PS2,Puzzle,Sony Computer Entertainment
13552,Growlanser,PSP,Role-Playing,Atlus
13553,Card Fight!! Vanguard G: Stride to Victory!!,3DS,Misc,FuRyu
13554,Trollz: Hair Affair!,GBA,Misc,Ubisoft
13555,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,Misc,Paon
13556,Grand Slam,PS,Misc,Virgin Interactive
13557,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,Action,Namco Bandai Games
13558,The King of Fighters 2000,PS2,Fighting,Playmore
13559,Hyperdimension Neptunia mk2,PSV,Action,Compile Heart
13560,Pro Evolution Soccer 2016,PC,Sports,Konami Digital Entertainment
13561,The Dark Spire,DS,Role-Playing,Success
13562,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,Action,Activision
13563,Puyo Puyo Tetris,PS3,Puzzle,Sega
13564,D.C.F.S.: Da Capo Four Seasons,PS2,Adventure,Kadokawa Shoten
13565,RollerCoaster Tycoon,PC,Strategy,Microprose
13566,Runaway: A Twist of Fate,PC,Adventure,Focus Home Interactive
13567,Disney's Meet the Robinsons,GC,Action,Disney Interactive Studios
13568,Hanayori Danshi: Koi Seyo Onago,DS,Adventure,Konami Digital Entertainment
13569,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,Action,Nippon Ichi Software
13570,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,Misc,Nintendo
13571,Disney Planes Fire & Rescue,Wii,Action,Disney Interactive Studios
13572,Sonic the Hedgehog 2 (8-bit),GG,Platform,Sega
13573,FlatOut 2,XB,Racing,Empire Interactive
13574,Gem Smashers,3DS,Platform,Crave Entertainment
13575,Rogue Trooper,PS2,Shooter,Eidos Interactive
13576,Backyard Baseball '09,Wii,Sports,Atari
13577,Spy Fiction,PS2,Action,Sega
13578,Justice League: Chronicles,GBA,Platform,Midway Games
13579,Tom Clancy's HAWX,PC,Action,Ubisoft
13580,Enemy Front,X360,Shooter,Namco Bandai Games
13581,Doko Demo Issho: Let's Gakkou!,PSP,Misc,Sony Computer Entertainment
13582,Conflict: Desert Storm II - Back to Bagdhad,GC,Shooter,SCi
13583,Honda ATV Fever,Wii,Racing,Storm City Games
13584,Top Gun,DS,Simulation,505 Games
13585,M&M's Beach Party,Wii,Misc,Zoo Digital Publishing
13586,B's-LOG Party♪,PSP,Adventure,Idea Factory
13587,King Arthur,GC,Action,Konami Digital Entertainment
13588,Chicken Shoot,GBA,Action,Zoo Digital Publishing
13589,Shantae and the Pirate's Curse,3DS,Platform,Rising Star Games
13590,Yowamushi Pedal,3DS,Action,Namco Bandai Games
13591,Dai Senryaku VII: Modern Military Tactics,XB,Strategy,Kool Kizz
13592,White Album 2: Shiawase no Mukougawa,PS3,Adventure,Aqua Plus
13593,Monster Trux Arenas: Special Edition,Wii,Racing,Popcorn Arcade
13594,Avatar: The Game,PC,Action,Ubisoft
13595,Go Go Ackman 3,SNES,Platform,Banpresto
13596,Advance Guardian Heroes,GBA,Role-Playing,Ubisoft
13597,Castle of Shikigami III,Wii,Shooter,PQube
13598,Nobunaga's Ambition: Sphere of Influence,PS4,Strategy,Tecmo Koei
13599,FIFA Street 2,DS,Sports,Electronic Arts
13600,Star X,GBA,Shooter,BAM! Entertainment
13601,City Life: World Edition,PC,Simulation,Monte Christo Multimedia
13602,The King of Fighters Kyo,PS,Fighting,SNK Playmore
13603,Record of Agarest War: Marriage,PSP,Role-Playing,Compile Heart
13604,San-X Land: Theme Park de Asobou!,DS,Action,MTO
13605,Corpse Party: Book of Shadows,PSP,Adventure,5pb
13606,428: Fuusa Sareta Shibuya de,PSP,Adventure,Spike
13607,Starry ? Sky: After Spring,PSP,Misc,Aqua Plus
13608,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,Adventure,Konami Digital Entertainment
13609,Mechanic Escape,PS3,Platform,D3Publisher
13610,Battle vs. Chess,PS3,Misc,TopWare Interactive
13611,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS,Action,Takara Tomy
13612,WarTech: Senko no Ronde,X360,Fighting,Ubisoft
13613,Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,Adventure,Spike
13614,True Love Story 3,PS2,Simulation,Enterbrain
13615,Jerry Rice and Nitus' Dog Football,Wii,Sports,Tommo
13616,Little Battlers eXperience W,PSV,Role-Playing,Level 5
13617,The Smurfs,PS,Action,Infogrames
13618,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,Action,Activision
13619,Strike Force Bowling,XB,Sports,Crave Entertainment
13620,IL-2 Sturmovik: 1946,PC,Simulation,Ubisoft
13621,Chessmaster,GBA,Misc,Ubisoft
13622,Blood Will Tell: Tezuka Osamu's Dororo,PS2,Adventure,Sega
13623,Coraline,DS,Action,D3Publisher
13624,Red Ninja: End of Honor,PS2,Action,Vivendi Games
13625,Praetorians,PC,Strategy,Eidos Interactive
13626,Kids Learn Music A+ Edition,DS,Misc,Unknown
13627,The Wolf Among Us,PSV,Adventure,Telltale Games
13628,Smash Court Tennis 3,PSP,Sports,Namco Bandai Games
13629,Kanuchi: Shiroki Tsubasa no Shou,PS2,Adventure,Idea Factory
13630,SX Superstar,XB,Racing,Acclaim Entertainment
13631,Katekyoo Hitman Reborn! Battle Arena,PSP,Fighting,Marvelous Interactive
13632,LEGO Friends,3DS,Action,Warner Bros. Interactive Entertainment
13633,Saint Seiya: The Hades,PS2,Fighting,Namco Bandai Games
13634,Saki Portable,PSP,Adventure,Alchemist
13635,Naruto Shippuuden: Shinobi Retsuden III,DS,Action,Takara Tomy
13636,Guild Wars Trilogy,PC,Role-Playing,NCSoft
13637,SPRay,Wii,Action,Tecmo Koei
13638,Outlaw Tennis,XB,Sports,Global Star
13639,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,Simulation,Namco Bandai Games
13640,Saint Seiya: Soldiers' Soul,PS3,Fighting,Namco Bandai Games
13641,Nike+ Kinect Training,X360,Sports,Microsoft Game Studios
13642,No Rules: Get Phat,GBA,Action,TDK Mediactive
13643,Star Ocean 5: Integrity and Faithlessness,PS3,Role-Playing,Square Enix
13644,Brothers: A Tale of Two Sons,XOne,Adventure,505 Games
13645,NHL Legacy,PS3,Action,Electronic Arts
13646,Battle Rage,Wii,Shooter,Popcorn Arcade
13647,Attack of the Movies 3D,X360,Shooter,Majesco Entertainment
13648,The History Channel: Great Battles - Medieval,PS3,Strategy,Slitherine Software
13649,Igor: The Game,DS,Adventure,Legacy Interactive
13650,Zombi Daisuki,DS,Action,ChunSoft
13651,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,Action,FuRyu
13652,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,Adventure,Marvelous Interactive
13653,Sea Monsters: A Prehistoric Adventure,Wii,Adventure,Zushi Games
13654,Get Up and Dance,PS3,Misc,O-Games
13655,Secret Files: Tunguska,PC,Adventure,DreamCatcher Interactive
13656,The Monkey King: The Legend Begins,Wii,Shooter,Starfish
13657,The Invincible Iron Man,GBA,Action,Activision
13658,NASCAR 07,XB,Racing,Electronic Arts
13659,Dance Dance Revolution Disney Mix,PS,Simulation,Konami Digital Entertainment
13660,Casual Mania!,DS,Puzzle,Foreign Media Games
13661,Maken Shao: Demon Sword,PS2,Action,Midas Interactive Entertainment
13662,Scaler,XB,Platform,Global Star
13663,Super Robot Taisen OG Infinite Battle,PS3,Fighting,Namco Bandai Games
13664,BeatMania IIDX 16: Empress + Premium Best,PS2,Simulation,Konami Digital Entertainment
13665,Emergency Room: Real Life Rescues,DS,Simulation,505 Games
13666,FIFA Soccer 2003 (weekly jp sales),PS2,Sports,Electronic Arts
13667,High Heat Baseball 2002,PS,Sports,3DO
13668,Nitroplus Blasterz: Heroines Infinite Duel,PS4,Fighting,Marvelous Interactive
13669,Puyo Pop Fever,PSP,Puzzle,Ignition Entertainment
13670,Thrillville: Off the Rails,DS,Strategy,LucasArts
13671,Hana to Ikimo no Rittai Zukan,3DS,Misc,Nintendo
13672,Bloody Roar Extreme,XB,Fighting,Hudson Soft
13673,Clockwork Empires,PC,Strategy,Unknown
13674,Split/Second,PC,Racing,Disney Interactive Studios
13675,Tennis Masters Series 2003,XB,Sports,Microids
13676,Resident Evil 6,PC,Shooter,Capcom
13677,Amagami,PSV,Adventure,Kadokawa Games
13678,Dead Head Fred,PSP,Action,D3Publisher
13679,MLB SlugFest 20-04,GC,Sports,Midway Games
13680,Pocket Pool,PSP,Action,Conspiracy Entertainment
